OBJECTID,County,Acres,Install Type,Urban or Rural,Combined Class,Distance to Substation (Miles) GTET 100 Max Voltage,Percentile (GTET 100 Max Voltage),Substation Name GTET 100 Max Voltage,HIFLD ID (GTET 100 Max Voltage),Distance to Substation (Miles) GTET 200 Max Voltage,Percentile (GTET 200 Max Voltage),Substation Name GTET 200 Max Voltage,HIFLD ID (GTET 200 Max Voltage),Distance to Substation (Miles) CAISO,Percentile (CAISO),Substation CASIO Name,HIFLD ID (CAISO),Solar Technoeconomic Intersection,Shape__Area,Shape__Length
2843,Riverside County,3.74440523324031,Parking,Urban,Parking - Urban,2.17238220832051,25th to 50th,Coffee,309423,13.0124825507984,75th to 100th,Mirage,304250,3.80301187297902,25th to 50th,Devers,307400,Within,15153.0226898193,633.908797302776
2844,Riverside County,2.25941130446131,Parking,Urban,Parking - Urban,3.61553241617942,50th to 75th,Highgrove,306994,14.017953303741,75th to 100th,Falcon Ridge,,4.96893744916464,25th to 50th,Vista,304336,Within,9143.57907104492,430.207046206919
2845,Riverside County,14.4417249134338,Parking,Urban,Parking - Urban,3.52509048110038,50th to 75th,Highgrove,306994,13.8546673936152,75th to 100th,Falcon Ridge,,4.91150007112579,25th to 50th,Vista,304336,Within,58443.7409439087,1104.30788991057
2846,Riverside County,13.6963892359033,Ground,Urban,Ground - Urban,3.35609187348197,50th to 75th,Highgrove,306994,13.6532400712,75th to 100th,Falcon Ridge,,4.73996523863134,25th to 50th,Vista,304336,Within,55427.133605957,1030.02095663044
2847,Riverside County,33.6575635244327,Ground,Urban,Ground - Urban,5.16176148956508,50th to 75th,Highgrove,306994,10.5330779575836,50th to 75th,Rancho Vista,309096,6.61183550090771,50th to 75th,Vista,304336,Within,136208.29233551,2374.77386600146
2848,Riverside County,2.7597071789894,Rooftop,Urban,Rooftop - Urban,7.6406009014283,75th to 100th,Rancho Vista,309096,7.6406009014283,50th to 75th,Rancho Vista,309096,2.09448826441072,0 to 25th,Mira Loma,301524,Within,11168.1738739014,433.346807001477
2849,Riverside County,2.01082726209238,Rooftop,Urban,Rooftop - Urban,7.61206081170258,75th to 100th,Rancho Vista,309096,7.61206081170258,50th to 75th,Rancho Vista,309096,2.15279804992152,0 to 25th,Mira Loma,301524,Within,8137.56893157959,396.427802036495
2850,Riverside County,0.794931519815613,Rooftop,Urban,Rooftop - Urban,2.76748715054801,50th to 75th,Highgrove,306994,12.5325559258195,75th to 100th,Falcon Ridge,,4.28655126585238,25th to 50th,Vista,304336,Within,3216.98631286621,229.350782451478
2851,Riverside County,0.98404290406427,Rooftop,Urban,Rooftop - Urban,2.72672094506071,25th to 50th,Highgrove,306994,12.5050253156421,75th to 100th,Falcon Ridge,,4.24552108474128,25th to 50th,Vista,304336,Within,3982.29237365723,270.173361304235
2852,Riverside County,1.01191002478802,Rooftop,Urban,Rooftop - Urban,2.69106286068496,25th to 50th,Highgrove,306994,12.4732460684689,75th to 100th,Falcon Ridge,,4.21097634206428,25th to 50th,Vista,304336,Within,4095.06949615479,284.343099476085
2853,Riverside County,25.2502364958708,Rooftop,Urban,Rooftop - Urban,6.47474319577991,75th to 100th,Rancho Vista,309096,6.47474319577991,50th to 75th,Rancho Vista,309096,1.05364853619687,0 to 25th,Mira Loma,301524,Within,102184.571022034,1376.32969654576
2854,Riverside County,2.8489292766606,Parking,Urban,Parking - Urban,5.42012495119894,50th to 75th,Highgrove,306994,8.79726520003296,50th to 75th,Rancho Vista,309096,6.63435685206077,50th to 75th,Vista,304336,Within,11529.2270202637,490.122569828676
2855,Riverside County,21.9685714649193,Rooftop,Urban,Rooftop - Urban,6.13942106125779,50th to 75th,Rancho Vista,309096,6.13942106125779,25th to 50th,Rancho Vista,309096,0.795908639061245,0 to 25th,Mira Loma,301524,Within,88904.0078887939,1302.88467294419
2856,Riverside County,1.24819599740522,Rooftop,Urban,Rooftop - Urban,6.56372434443664,75th to 100th,Rancho Vista,309096,6.56372434443664,50th to 75th,Rancho Vista,309096,4.39221560382925,25th to 50th,Mira Loma,301524,Within,5051.28990936279,293.754688786442
2857,Riverside County,2.20958771181342,Rooftop,Urban,Rooftop - Urban,6.59940824048895,75th to 100th,Rancho Vista,309096,6.59940824048895,50th to 75th,Rancho Vista,309096,4.55724893671622,25th to 50th,Mira Loma,301524,Within,8941.91705322266,392.968451827631
2858,Riverside County,3.01497658294924,Ground,Urban,Ground - Urban,4.77717986250757,50th to 75th,Highgrove,306994,8.84966227471532,50th to 75th,Rancho Vista,309096,5.95518072101371,50th to 75th,Vista,304336,Within,12201.2154922485,643.660205338825
2859,Riverside County,3.65948555019554,Rooftop,Urban,Rooftop - Urban,1.06321182166266,0 to 25th,Highgrove,306994,11.5923605496759,50th to 75th,Falcon Ridge,,2.52966470998822,0 to 25th,Vista,304336,Within,14809.5051193237,554.009941640753
2860,Riverside County,23.0089748984257,Rooftop,Urban,Rooftop - Urban,5.02233725054145,50th to 75th,Rancho Vista,309096,5.02233725054145,25th to 50th,Rancho Vista,309096,1.41902732440433,0 to 25th,Mira Loma,301524,Within,93113.7249603271,2146.75603421561
2861,Riverside County,3.54164478765329,Ground,Urban,Ground - Urban,5.60905163727077,50th to 75th,Highgrove,306994,7.67998248501479,50th to 75th,Rancho Vista,309096,6.58904510863152,50th to 75th,Vista,304336,Within,14332.5748214722,509.23184101998
2862,Riverside County,9.5803450080491,Rooftop,Urban,Rooftop - Urban,4.10618780495436,50th to 75th,Rancho Vista,309096,4.10618780495436,25th to 50th,Rancho Vista,309096,2.98631557096014,25th to 50th,Mira Loma,301524,Within,38770.4328460693,889.856790975633
2863,Riverside County,15.4347470828522,Ground,Urban,Ground - Urban,3.30590929773309,50th to 75th,Highgrove,306994,8.81518322802318,50th to 75th,Falcon Ridge,,4.17778802387765,25th to 50th,Vista,304336,Within,62462.482963562,1236.47275756911
2864,Sacramento County,18.6208077813615,Ground,Rural,Ground - Rural,9.1979290282437,75th to 100th,Elk Grove,300863,9.1979290282437,50th to 75th,Elk Grove,300863,12.6197971483958,75th to 100th,Lockeford,300823,Outside,75356.0344631672,1200.37233318276
2865,Sacramento County,17.8795246010184,Ground,Rural,Ground - Rural,7.71399266184091,75th to 100th,Unknown,308420,9.04068865869015,50th to 75th,Elk Grove,300863,11.2025281929467,75th to 100th,Lockeford,300823,Outside,72356.2067713737,1162.80158983074
2866,Sacramento County,21.4511084480969,Ground,Rural,Ground - Rural,7.50777770468239,75th to 100th,Grand Island,307509,8.61646629249038,50th to 75th,Elk Grove,300863,7.50777770468239,50th to 75th,Grand Island,307509,Outside,86810.0937538147,1289.96261259181
2867,Sacramento County,6.58732620227719,Ground,Rural,Ground - Rural,7.80448898179774,75th to 100th,Grand Island,307509,8.44085640620673,50th to 75th,Elk Grove,300863,7.80448898179774,50th to 75th,Grand Island,307509,Outside,26658.1201245785,751.711395712361
2868,Sacramento County,2.96723578553496,Rooftop,Urban,Rooftop - Urban,6.26053987288347,75th to 100th,Elk Grove,300863,6.26053987288347,50th to 75th,Elk Grove,300863,14.1701664667871,75th to 100th,Lockeford,300823,Within,12008.0307388306,462.368817058844
2869,Sacramento County,6.35492791446903,Ground,Urban,Ground - Urban,5.23321885302034,50th to 75th,Elk Grove,300863,5.23321885302034,25th to 50th,Elk Grove,300863,15.0804810351384,75th to 100th,Grand Island,307509,Outside,25717.5627844334,633.478228638499
2870,Sacramento County,229.113340149057,Ground,Rural,Ground - Rural,5.27020146737289,50th to 75th,Elk Grove,300863,5.27020146737289,25th to 50th,Elk Grove,300863,14.4110375165397,75th to 100th,Lockeford,300823,Outside,927189.87864542,4893.42359373551
2871,Sacramento County,41.2184025814007,Ground,Rural,Ground - Rural,0.281857568229391,0 to 25th,Cosumnes,301399,0.281857568229391,0 to 25th,Cosumnes,301399,14.8256471207095,75th to 100th,Lockeford,300823,Within,166807.122654676,1798.83403759634
2872,Sacramento County,6.96871993401727,Ground,Rural,Ground - Rural,0.213239099538991,0 to 25th,Cosumnes,301399,0.213239099538991,0 to 25th,Cosumnes,301399,15.1362370693453,75th to 100th,Lockeford,300823,Within,28201.5246357918,1033.83625401391
2873,Sacramento County,7.26439263591459,Ground,Rural,Ground - Rural,4.76562307498833,50th to 75th,Elk Grove,300863,4.76562307498833,25th to 50th,Elk Grove,300863,11.3072601250282,75th to 100th,Grand Island,307509,Within,29398.068362236,739.35488372447
2874,Sacramento County,46.1459638779909,Ground,Rural,Ground - Rural,0.0950139119596873,0 to 25th,Cosumnes,301399,0.0950139119596873,0 to 25th,Cosumnes,301399,15.1616291751195,75th to 100th,Lockeford,300823,Within,186746.911831379,1971.28698584098
2875,Sacramento County,346.720330748395,Ground,Rural,Ground - Rural,0.110574405719312,0 to 25th,Rancho Seco,307444,0.110574405719312,0 to 25th,Rancho Seco,307444,15.34870490286,75th to 100th,Lockeford,300823,Outside,1403132.66568851,7875.18930181239
2876,Sacramento County,14.0179287264781,Ground,Rural,Ground - Rural,0.252307819069576,0 to 25th,Rancho Seco,307444,0.252307819069576,0 to 25th,Rancho Seco,307444,15.8758210291403,75th to 100th,Lockeford,300823,Outside,56728.7807011604,1061.4480626678
2877,Sacramento County,116.54277445868,Ground,Rural,Ground - Rural,3.38668534311923,50th to 75th,Elk Grove,300863,3.38668534311923,25th to 50th,Elk Grove,300863,12.2372272460063,75th to 100th,Grand Island,307509,Outside,471633.306767464,2777.60153603181
2878,Sacramento County,52.6973079929568,Ground,Rural,Ground - Rural,0.299890634141175,0 to 25th,Rancho Seco,307444,0.299890634141175,0 to 25th,Rancho Seco,307444,16.0331015344793,75th to 100th,Lockeford,300823,Outside,213258.565429449,2429.21449051032
2879,Sacramento County,47.6900170548066,Ground,Rural,Ground - Rural,0.246411724998148,0 to 25th,Rancho Seco,307444,0.246411724998148,0 to 25th,Rancho Seco,307444,15.848612472656,75th to 100th,Lockeford,300823,Outside,192995.859433651,1907.73953052329
2880,Sacramento County,31.4985120663816,Ground,Rural,Ground - Rural,3.08489876065389,50th to 75th,Elk Grove,300863,3.08489876065389,0 to 25th,Elk Grove,300863,13.017186438294,75th to 100th,Grand Island,307509,Outside,127468.805660248,1857.91901402701
2881,Sacramento County,110.042689014563,Ground,Rural,Ground - Rural,1.58048214025761,25th to 50th,Elk Grove,300863,1.58048214025761,0 to 25th,Elk Grove,300863,14.0921949816948,75th to 100th,Grand Island,307509,Outside,445333.610517502,2813.15881522005
2882,Sacramento County,88.4800622036935,Ground,Rural,Ground - Rural,3.04363845629783,50th to 75th,Elk Grove,300863,3.04363845629783,0 to 25th,Elk Grove,300863,13.0899973906308,75th to 100th,Grand Island,307509,Outside,358063.684392929,2382.43482352787
2883,Sacramento County,3.11988376586493,Rooftop,Urban,Rooftop - Urban,3.6170744188884,50th to 75th,Elk Grove,300863,3.6170744188884,25th to 50th,Elk Grove,300863,14.4777221762299,75th to 100th,Grand Island,307509,Within,12625.7670207024,468.890089769052
2884,Sacramento County,0.255688870240033,Rooftop,Urban,Rooftop - Urban,2.78942227017898,50th to 75th,Elk Grove,300863,2.78942227017898,0 to 25th,Elk Grove,300863,16.1545200331886,75th to 100th,Grand Island,307509,Within,1034.74062156677,137.323645653225
2885,Sacramento County,0.65504804326366,Rooftop,Urban,Rooftop - Urban,2.75969061773902,25th to 50th,Elk Grove,300863,2.75969061773902,0 to 25th,Elk Grove,300863,16.1907895204965,75th to 100th,Grand Island,307509,Within,2650.89847803116,251.363420169249
2886,Sacramento County,0.0671655313138386,Parking,Urban,Parking - Urban,2.81790930563287,50th to 75th,Elk Grove,300863,2.81790930563287,0 to 25th,Elk Grove,300863,16.2198468381643,75th to 100th,Grand Island,307509,Within,271.810355186462,70.093035912551
2887,Sacramento County,1.08466970159657,Rooftop,Urban,Rooftop - Urban,2.82195188937296,50th to 75th,Elk Grove,300863,2.82195188937296,0 to 25th,Elk Grove,300863,16.143872722297,75th to 100th,Grand Island,307509,Within,4389.51969146729,331.845898665312
2888,Sacramento County,0.739592415266246,Rooftop,Urban,Rooftop - Urban,2.80040030131329,50th to 75th,Elk Grove,300863,2.80040030131329,0 to 25th,Elk Grove,300863,16.2380612691715,75th to 100th,Grand Island,307509,Within,2993.03421926498,296.881097601405
2889,Sacramento County,1.7161070824518,Ground,Urban,Ground - Urban,3.33932385321027,50th to 75th,Elk Grove,300863,3.33932385321027,25th to 50th,Elk Grove,300863,15.7800248549063,75th to 100th,Grand Island,307509,Within,6944.86966943741,337.762461428446
2890,Sacramento County,2.69414509622596,Rooftop,Urban,Rooftop - Urban,3.36537644777715,50th to 75th,Elk Grove,300863,3.36537644777715,25th to 50th,Elk Grove,300863,16.4218468577753,75th to 100th,Grand Island,307509,Within,10902.8712410927,446.260746651884
2891,Sacramento County,0.566128025265323,Parking,Urban,Parking - Urban,3.58407750431883,50th to 75th,Calvine-Kingbridge,303514,3.58407750431883,25th to 50th,Calvine-Kingbridge,303514,16.6308198061196,75th to 100th,Grand Island,307509,Within,2291.04758882523,200.24502455305
2892,Sacramento County,2.41673977137867,Rooftop,Urban,Rooftop - Urban,3.38518496861357,50th to 75th,Calvine-Kingbridge,303514,3.38518496861357,25th to 50th,Calvine-Kingbridge,303514,16.7508588055238,75th to 100th,Grand Island,307509,Within,9780.24156618118,412.061885936119
2893,Sacramento County,2.15957712598428,Parking,Urban,Parking - Urban,3.53572229091382,50th to 75th,Calvine-Kingbridge,303514,3.53572229091382,25th to 50th,Calvine-Kingbridge,303514,16.648680417241,75th to 100th,Grand Island,307509,Within,8739.54143762589,461.431617434723
2894,Sacramento County,2.92792484993789,Rooftop,Urban,Rooftop - Urban,3.91481630866932,50th to 75th,Calvine-Kingbridge,303514,3.91481630866932,25th to 50th,Calvine-Kingbridge,303514,16.4264948403982,75th to 100th,Grand Island,307509,Within,11848.9488511086,472.881172913141
2895,Sacramento County,1.75011696697841,Parking,Urban,Parking - Urban,4.06285391735626,50th to 75th,Calvine-Kingbridge,303514,4.06285391735626,25th to 50th,Calvine-Kingbridge,303514,16.3853499226917,75th to 100th,Grand Island,307509,Within,7082.49015140533,506.270199821229
2896,Sacramento County,20.7245063028575,Ground,Rural,Ground - Rural,3.6162236066117,50th to 75th,Pocket,300106,3.6162236066117,25th to 50th,Pocket,300106,15.5364584920548,75th to 100th,Grand Island,307509,Outside,83869.4365940094,1197.92451011677
2897,Sacramento County,8.45936128610641,Ground,Rural,Ground - Rural,7.41116721556951,75th to 100th,Canyonlands,301492,7.41116721556951,50th to 75th,Canyonlands,301492,14.3002196843506,75th to 100th,Gold Hill,300336,Outside,34233.9680156708,758.292412569799
2898,Sacramento County,1.97588261821873,Rooftop,Urban,Rooftop - Urban,1.39195251361901,25th to 50th,Calvine-Kingbridge,303514,1.39195251361901,0 to 25th,Calvine-Kingbridge,303514,19.0561967956196,75th to 100th,Grand Island,307509,Within,7996.14005613327,369.79691009249
2899,Sacramento County,0.287538202628567,Parking,Urban,Parking - Urban,3.70297282599868,50th to 75th,Calvine-Kingbridge,303514,3.70297282599868,25th to 50th,Calvine-Kingbridge,303514,17.794247163116,75th to 100th,Grand Island,307509,Within,1163.63049936295,206.772521627293
2900,Sacramento County,0.301554320249686,Parking,Urban,Parking - Urban,3.70152069687565,50th to 75th,Calvine-Kingbridge,303514,3.70152069687565,25th to 50th,Calvine-Kingbridge,303514,17.8239008695229,75th to 100th,Grand Island,307509,Within,1220.35199308395,210.767734150472
2901,Sacramento County,47.9634483911006,Ground,Rural,Ground - Rural,6.07503511855282,50th to 75th,Canyonlands,301492,6.07503511855282,25th to 50th,Canyonlands,301492,13.2376713887317,75th to 100th,Gold Hill,300336,Outside,194099.302179337,2489.94131894005
2902,Sacramento County,1.99364674747823,Parking,Urban,Parking - Urban,2.88423918796651,50th to 75th,Wire-48Th,303252,2.88423918796651,0 to 25th,Wire-48Th,303252,17.8177628227164,75th to 100th,Davis,303400,Within,8068.0396938324,498.863759815054
2903,Sacramento County,0.15522579660377,Parking,Urban,Parking - Urban,2.74030318236111,25th to 50th,Pocket,300106,2.74030318236111,0 to 25th,Pocket,300106,17.4702838410364,75th to 100th,Davis,303400,Within,628.179017543793,102.75245147787
2904,Sacramento County,1.38760057905221,Parking,Urban,Parking - Urban,2.77438861468967,50th to 75th,Wire-48Th,303252,2.77438861468967,0 to 25th,Wire-48Th,303252,17.5234567469594,75th to 100th,Davis,303400,Within,5615.44312381744,304.527879759166
2905,Sacramento County,2.02928724767287,Rooftop,Urban,Rooftop - Urban,2.11919206932019,25th to 50th,Pocket,300106,2.11919206932019,0 to 25th,Pocket,300106,13.7115600150479,75th to 100th,Davis,303400,Within,8212.25003290176,427.494029612289
2906,Sacramento County,1.35336233070818,Parking,Urban,Parking - Urban,2.82026999649665,50th to 75th,Wire-48Th,303252,2.82026999649665,0 to 25th,Wire-48Th,303252,17.8005684344737,75th to 100th,Davis,303400,Within,5476.8759264946,433.143820163273
2907,Sacramento County,1.76461627924869,Parking,Urban,Parking - Urban,2.68514598018516,25th to 50th,Wire-48Th,303252,2.68514598018516,0 to 25th,Wire-48Th,303252,17.4453753860889,75th to 100th,Davis,303400,Within,7141.16831827164,403.066642403747
2908,Sacramento County,0.201504744363359,Parking,Urban,Parking - Urban,2.70441959565709,25th to 50th,Wire-48Th,303252,2.70441959565709,0 to 25th,Wire-48Th,303252,17.5835295150403,75th to 100th,Davis,303400,Within,815.464058876038,134.967044747085
2909,Sacramento County,0.341077591286319,Parking,Urban,Parking - Urban,2.74947589523058,25th to 50th,Wire-48Th,303252,2.74947589523058,0 to 25th,Wire-48Th,303252,17.7596682352953,75th to 100th,Davis,303400,Within,1380.29732990265,148.796521862621
2910,Sacramento County,0.184766995530465,Parking,Urban,Parking - Urban,2.67999102802459,25th to 50th,Wire-48Th,303252,2.67999102802459,0 to 25th,Wire-48Th,303252,17.5457104696521,75th to 100th,Davis,303400,Within,747.728445529938,132.219525650949
2911,Sacramento County,18.3493040529284,Ground,Rural,Ground - Rural,5.80388299233081,50th to 75th,Canyonlands,301492,5.80388299233081,25th to 50th,Canyonlands,301492,13.0853114880891,75th to 100th,Gold Hill,300336,Outside,74257.4047417641,1147.81865637541
2912,Sacramento County,0.354291013414403,Parking,Urban,Parking - Urban,2.65743034790259,25th to 50th,Wire-48Th,303252,2.65743034790259,0 to 25th,Wire-48Th,303252,17.5852752132621,75th to 100th,Davis,303400,Within,1433.7689242363,167.533498407875
2913,Sacramento County,0.459042620021135,Parking,Urban,Parking - Urban,2.65179350432452,25th to 50th,Wire-48Th,303252,2.65179350432452,0 to 25th,Wire-48Th,303252,17.6226373875583,75th to 100th,Davis,303400,Within,1857.68764925003,173.139628114996
2914,Sacramento County,1.03543577919169,Rooftop,Urban,Rooftop - Urban,2.60526817986778,25th to 50th,Calvine-Kingbridge,303514,2.60526817986778,0 to 25th,Calvine-Kingbridge,303514,18.4652485506337,75th to 100th,Gold Hill,300336,Within,4190.2767291069,268.325733677665
2915,Sacramento County,0.265776706834896,Ground,Urban,Ground - Urban,0.80687106618131,0 to 25th,Pocket,300106,0.80687106618131,0 to 25th,Pocket,300106,14.8066098872585,75th to 100th,Davis,303400,Within,1075.56445264816,150.589870735872
2916,Sacramento County,1.72618555024621,Ground,Urban,Ground - Urban,0.698318653067954,0 to 25th,Pocket,300106,0.698318653067954,0 to 25th,Pocket,300106,14.8031203171205,75th to 100th,Davis,303400,Within,6985.65299320221,334.807401845306
2917,Sacramento County,2.39368790069438,Rooftop,Urban,Rooftop - Urban,1.82500684527759,25th to 50th,Pocket,300106,1.82500684527759,0 to 25th,Pocket,300106,13.1776040794148,75th to 100th,Davis,303400,Within,9686.95214271545,414.29770721796
2918,Sacramento County,5.19536710200849,Rooftop,Urban,Rooftop - Urban,2.6635747756299,25th to 50th,Wire-48Th,303252,2.6635747756299,0 to 25th,Wire-48Th,303252,18.515814390966,75th to 100th,Gold Hill,300336,Within,21025.0412335396,842.98337296994
2919,Sacramento County,2.61229618655884,Ground,Rural,Ground - Rural,8.00462655648919,75th to 100th,Canyonlands,301492,8.00462655648919,50th to 75th,Canyonlands,301492,12.0384322972338,75th to 100th,Gold Hill,300336,Within,10571.6335735321,425.14590015112
2920,Sacramento County,2.19512014239486,Rooftop,Urban,Rooftop - Urban,2.40197848991957,25th to 50th,Hedge,306165,2.40197848991957,0 to 25th,Hedge,306165,18.0790676493296,75th to 100th,Gold Hill,300336,Within,8883.37238883972,390.913314361307
2921,Sacramento County,2.16745336094592,Parking,Urban,Parking - Urban,2.34564555328477,25th to 50th,Hedge,306165,2.34564555328477,0 to 25th,Hedge,306165,18.0195561933814,75th to 100th,Gold Hill,300336,Within,8771.40793609619,426.801936067961
2922,Sacramento County,1.0244790968459,Rooftop,Urban,Rooftop - Urban,2.3818681159768,25th to 50th,Hedge,306165,2.3818681159768,0 to 25th,Hedge,306165,18.0429714884739,75th to 100th,Gold Hill,300336,Within,4145.93625879288,292.188592881311
2923,Sacramento County,1.64635520134535,Parking,Urban,Parking - Urban,2.323694815045,25th to 50th,Hedge,306165,2.323694815045,0 to 25th,Hedge,306165,17.9844011780149,75th to 100th,Gold Hill,300336,Within,6662.58844709396,423.915127244533
2924,Sacramento County,4.53609055264852,Ground,Rural,Ground - Rural,2.35381608186292,25th to 50th,Hedge,306165,2.35381608186292,0 to 25th,Hedge,306165,14.5135748783421,75th to 100th,Gold Hill,300336,Outside,18356.9808678627,542.278183954837
2925,Sacramento County,0.820138754274995,Ground,Rural,Ground - Rural,0.202474319096279,0 to 25th,Hedge,306165,0.202474319096279,0 to 25th,Hedge,306165,15.7473240042478,75th to 100th,Gold Hill,300336,Outside,3318.99695491791,231.569955366116
2926,Sacramento County,1.20038748697999,Ground,Rural,Ground - Rural,7.8747788566612,75th to 100th,Canyonlands,301492,7.8747788566612,50th to 75th,Canyonlands,301492,10.5967261452452,75th to 100th,Gold Hill,300336,Within,4857.81650352478,310.599742862576
2927,Sacramento County,7.96160416376146,Ground,Urban,Ground - Urban,1.28080643147372,0 to 25th,Hunt-Wesson,300293,1.28080643147372,0 to 25th,Hunt-Wesson,300293,17.2859522723251,75th to 100th,Gold Hill,300336,Within,32219.5648431778,832.126341668166
2928,Sacramento County,11.7889356635382,Ground,Urban,Ground - Urban,1.17006581232277,0 to 25th,Hunt-Wesson,300293,1.17006581232277,0 to 25th,Hunt-Wesson,300293,17.2172067800338,75th to 100th,Gold Hill,300336,Within,47708.209145546,1095.69366014086
2929,Sacramento County,13.3351530309061,Ground,Urban,Ground - Urban,0.261724995169128,0 to 25th,Campbell Soup,,1.72895256913189,0 to 25th,Pocket,300106,14.0673225294436,75th to 100th,Davis,303400,Within,53965.7403407097,1080.37732360312
2930,Sacramento County,2.88805600376673,Rooftop,Urban,Rooftop - Urban,1.18895439700311,0 to 25th,Hedge,306165,1.18895439700311,0 to 25th,Hedge,306165,16.030895976885,75th to 100th,Gold Hill,300336,Within,11687.6313786507,508.140489053431
2931,Sacramento County,2.69092928166425,Parking,Urban,Parking - Urban,0.942185443895512,0 to 25th,Campbell Soup,,2.26150878884699,0 to 25th,Pocket,300106,13.5454540764924,75th to 100th,Davis,303400,Within,10889.8579802513,424.062220751421
2932,Sacramento County,0.900322836669154,Rooftop,Urban,Rooftop - Urban,0.699323206019234,0 to 25th,Hunt-Wesson,300293,0.699323206019234,0 to 25th,Hunt-Wesson,300293,15.9066920016672,75th to 100th,Gold Hill,300336,Within,3643.49170875549,245.928949494514
2933,Sacramento County,1.22491468418329,Rooftop,Urban,Rooftop - Urban,1.96971632661681,25th to 50th,Campbell Soup,,2.65925273434921,0 to 25th,Station D,300360,12.8890633222002,75th to 100th,Davis,303400,Within,4957.07721614838,304.690952711402
2934,Sacramento County,3.218873732998,Parking,Urban,Parking - Urban,0.351194066707091,0 to 25th,Brighton,304301,0.749303455170875,0 to 25th,Hunt-Wesson,300293,16.5082102992046,75th to 100th,Gold Hill,300336,Within,13026.3634018898,643.264676659109
2935,Sacramento County,11.0990471967835,Parking,Urban,Parking - Urban,0.936421514904228,0 to 25th,East City,310094,2.35856072817316,0 to 25th,Station B,309959,15.3919192135398,75th to 100th,Davis,303400,Within,44916.4336380959,1328.30750016635
2936,Sacramento County,3.30425045523343,Parking,Urban,Parking - Urban,0.385384800631954,0 to 25th,East City,310094,1.92470167893897,0 to 25th,Hunt-Wesson,300293,16.8411741087937,75th to 100th,Davis,303400,Within,13371.8729128838,457.365223203602
2937,Sacramento County,0.559121626795729,Parking,Urban,Parking - Urban,0.75002279550412,0 to 25th,Mid City,306005,1.86587692869269,0 to 25th,Station B,309959,15.0414091940505,75th to 100th,Davis,303400,Within,2262.69393253326,199.797952715218
2938,Sacramento County,3.89924484504332,Ground,Urban,Ground - Urban,0.611438572332524,0 to 25th,Brighton,304301,1.78906860077964,0 to 25th,Hunt-Wesson,300293,16.6697266250734,75th to 100th,Gold Hill,300336,Within,15779.7465891838,620.580972977532
2939,Sacramento County,0.927656435700203,Rooftop,Urban,Rooftop - Urban,0.985428677861981,0 to 25th,Mid City,306005,0.989217371696886,0 to 25th,Station B,309959,13.6865574080049,75th to 100th,Davis,303400,Within,3754.10737371445,246.214751030706
2940,Sacramento County,1.30980297280648,Parking,Urban,Parking - Urban,3.23249253182771,50th to 75th,Hunt-Wesson,300293,3.23249253182771,25th to 50th,Hunt-Wesson,300293,13.2457672305285,75th to 100th,Gold Hill,300336,Within,5300.6066236496,306.816051535917
2941,Sacramento County,0.602173977657253,Parking,Urban,Parking - Urban,3.48463777017791,50th to 75th,Hunt-Wesson,300293,3.48463777017791,25th to 50th,Hunt-Wesson,300293,12.9977983361376,75th to 100th,Gold Hill,300336,Within,2436.92123794556,200.046559760948
2942,Sacramento County,1.20764525918943,Parking,Urban,Parking - Urban,3.45918879562527,50th to 75th,Hunt-Wesson,300293,3.45918879562527,25th to 50th,Hunt-Wesson,300293,13.019241205155,75th to 100th,Gold Hill,300336,Within,4887.18478488922,323.282043246326
2943,Sacramento County,5.96716426083882,Ground,Rural,Ground - Rural,2.79510794793423,50th to 75th,Canyonlands,301492,2.79510794793423,0 to 25th,Canyonlands,301492,9.30080002742728,75th to 100th,Gold Hill,300336,Within,24148.3558988571,690.945701909922
2944,Sacramento County,2.58862933850504,Rooftop,Urban,Rooftop - Urban,0.662847175958074,0 to 25th,Station D,300360,0.662847175958074,0 to 25th,Station D,300360,12.8733849327789,75th to 100th,Davis,303400,Within,10475.8538818359,409.721549241144
2945,Sacramento County,15.1571318169624,Parking,Urban,Parking - Urban,3.59161188831013,50th to 75th,Hunt-Wesson,300293,3.59161188831013,25th to 50th,Hunt-Wesson,300293,12.7396186286048,75th to 100th,Gold Hill,300336,Within,61339.0692768097,980.029884195577
2946,Sacramento County,5.53550605682504,Parking,Urban,Parking - Urban,4.29907758324219,50th to 75th,Canyonlands,301492,4.29907758324219,25th to 50th,Canyonlands,301492,10.0209863679804,75th to 100th,Gold Hill,300336,Within,22401.4964036942,701.724217211917
2947,Sacramento County,1.02361274758733,Parking,Urban,Parking - Urban,5.04392003242196,50th to 75th,Hedge,306165,5.04392003242196,25th to 50th,Hedge,306165,10.8703566547573,75th to 100th,Gold Hill,300336,Within,4142.43066692352,263.920285671498
2948,Sacramento County,1.23851470110285,Parking,Urban,Parking - Urban,5.07036862308667,50th to 75th,Hedge,306165,5.07036862308667,25th to 50th,Hedge,306165,10.864589259416,75th to 100th,Gold Hill,300336,Within,5012.11073827744,283.911794377861
2949,Sacramento County,0.591009094922756,Parking,Urban,Parking - Urban,5.1163457788014,50th to 75th,Hedge,306165,5.1163457788014,25th to 50th,Hedge,306165,10.8279122603958,75th to 100th,Gold Hill,300336,Within,2391.73839616776,197.38339416929
